step_index,time_seconds,right_arm_target_1,right_arm_target_2,right_arm_target_3,right_arm_target_4,right_arm_target_5,right_arm_target_6,qpos_0,qpos_1,qpos_2,qpos_3,qpos_4,qpos_5,qpos_6,qpos_7,qpos_8,qpos_9,qpos_10,qpos_11,qpos_12,qpos_13,qpos_14,qpos_15,qpos_16,qpos_17,qpos_18,qpos_19,qpos_20,qpos_21,qpos_22,qpos_23,qpos_24,qpos_25,qpos_26,qpos_27,qpos_28,arm_tip_r_x,arm_tip_r_y,arm_tip_r_z,robot_tip_r_x,robot_tip_r_y,robot_tip_r_z
58,0.29,0.14750000000000002,-0.07375000000000001,0.110625,0.036875000000000005,-0.036875000000000005,0.022125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.14750000000000002,-0.07375000000000001,0.110625,0.036875000000000005,-0.036875000000000005,0.022125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.64625,-0.24250000000000002,-0.11135,0.9480012878952495,-0.03309839117419091,-0.014841453125587177
59,0.295,0.15000000000000002,-0.07500000000000001,0.11249999999999999,0.037500000000000006,-0.037500000000000006,0.0225,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.15000000000000002,-0.07500000000000001,0.11249999999999999,0.037500000000000006,-0.037500000000000006,0.0225,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.64625,-0.24250000000000002,-0.11135,0.9475537712942547,-0.030853448196222873,-0.015104786913133663
60,0.3,0.1525,-0.07625,0.11437499999999999,0.038125,-0.038125,0.022875,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1525,-0.07625,0.11437499999999999,0.038125,-0.038125,0.022875,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.64625,-0.24250000000000002,-0.11135,0.9470997720178076,-0.028610025656126123,-0.015368049189900354
61,0.305,0.15500000000000003,-0.07750000000000001,0.11624999999999999,0.03875000000000001,-0.03875000000000001,0.02325,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.15500000000000003,-0.07750000000000001,0.11624999999999999,0.03875000000000001,-0.03875000000000001,0.02325,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.64625,-0.24250000000000002,-0.11135,0.9466392953299968,-0.026368143906963105,-0.015631239351440156
62,0.31,0.1575,-0.07875,0.118125,0.039375,-0.039375,0.023625,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1575,-0.07875,0.118125,0.039375,-0.039375,0.023625,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.64625,-0.24250000000000002,-0.11135,0.9461723465623445,-0.024127823283263843,-0.015894356793424717
63,0.315,0.16000000000000003,-0.08000000000000002,0.12,0.04000000000000001,-0.04000000000000001,0.024,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.16000000000000003,-0.08000000000000002,0.12,0.04000000000000001,-0.04000000000000001,0.024,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.64625,-0.24250000000000002,-0.11135,0.9456989311137451,-0.02188908410079393,-0.016157400911645248
64,0.32,0.1625,-0.08125,0.121875,0.040625,-0.040625,0.024375,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1625,-0.08125,0.121875,0.040625,-0.040625,0.024375,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.64625,-0.24250000000000002,-0.11135,0.9452190544503948,-0.019651946656323867,-0.016420371102013148
65,0.325,0.165,-0.0825,0.12374999999999999,0.04125,-0.04125,0.024749999999999998,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.165,-0.0825,0.12374999999999999,0.04125,-0.04125,0.024749999999999998,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.64625,-0.24250000000000002,-0.11135,0.9447327221057252,-0.017416431227397236,-0.016683266760561227
66,0.33,0.1675,-0.08375,0.125625,0.041875,-0.041875,0.025124999999999998,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1675,-0.08375,0.125625,0.041875,-0.041875,0.025124999999999998,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.64625,-0.24250000000000002,-0.11135,0.944239939680335,-0.0151825580721007,-0.016946087283444034
67,0.335,0.17,-0.085,0.1275,0.0425,-0.0425,0.0255,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.17,-0.085,0.1275,0.0425,-0.0425,0.0255,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.64625,-0.24250000000000002,-0.11135,0.9437407128419203,-0.012950347428832923,-0.01720883206693915
68,0.34,0.17250000000000001,-0.08625000000000001,0.129375,0.043125000000000004,-0.043125000000000004,0.025875,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.17250000000000001,-0.08625000000000001,0.129375,0.043125000000000004,-0.043125000000000004,0.025875,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.64625,-0.24250000000000002,-0.11135,0.9432350473252035,-0.010719819516074479,-0.017471500507447682
69,0.34500000000000003,0.17500000000000002,-0.08750000000000001,0.13125,0.043750000000000004,-0.043750000000000004,0.02625,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.17500000000000002,-0.08750000000000001,0.13125,0.043750000000000004,-0.043750000000000004,0.02625,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.64625,-0.24250000000000002,-0.11135,0.9427229489318628,-0.008490994532157944,-0.017734092001495373
70,0.35000000000000003,0.1775,-0.08875,0.133125,0.044375,-0.044375,0.026625,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1775,-0.08875,0.133125,0.044375,-0.044375,0.026625,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.64625,-0.24250000000000002,-0.11135,0.942204423530461,-0.006263892655037906,-0.017996605945733064
71,0.355,0.18000000000000002,-0.09000000000000001,0.135,0.045000000000000005,-0.045000000000000005,0.027,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.18000000000000002,-0.09000000000000001,0.135,0.045000000000000005,-0.045000000000000005,0.027,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.64625,-0.24250000000000002,-0.11135,0.9416794770563723,-0.004038534042061413,-0.018259041736937945
72,0.36,0.1825,-0.09125,0.136875,0.045625,-0.045625,0.027375,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1825,-0.09125,0.136875,0.045625,-0.045625,0.027375,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.64625,-0.24250000000000002,-0.11135,0.9411481155117077,-0.0018149388297391076,-0.01852139877201404
73,0.365,0.18500000000000003,-0.09250000000000001,0.13875,0.046250000000000006,-0.046250000000000006,0.02775,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.18500000000000003,-0.09250000000000001,0.13875,0.046250000000000006,-0.046250000000000006,0.02775,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.64625,-0.24250000000000002,-0.11135,0.9406103449652425,0.00040687286648427405,-0.018783676447993263
74,0.37,0.1875,-0.09375,0.140625,0.046875,-0.046875,0.028124999999999997,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1875,-0.09375,0.140625,0.046875,-0.046875,0.028124999999999997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.64625,-0.24250000000000002,-0.11135,0.9400661715523404,0.0026268809524581764,-0.019045874162036056
75,0.375,0.19,-0.095,0.1425,0.0475,-0.0475,0.028499999999999998,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.19,-0.095,0.1425,0.0475,-0.0475,0.028499999999999998,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.64625,-0.24250000000000002,-0.11135,0.9395156014748771,0.004845065355555098,-0.019307991311432404
76,0.38,0.1925,-0.09625,0.144375,0.048125,-0.048125,0.028874999999999998,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1925,-0.09625,0.144375,0.048125,-0.048125,0.028874999999999998,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.64625,-0.24250000000000002,-0.11135,0.9389586410011646,0.0070614060248982945,-0.019570027293602462
77,0.385,0.195,-0.0975,0.14625,0.04875,-0.04875,0.029249999999999998,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.195,-0.0975,0.14625,0.04875,-0.04875,0.029249999999999998,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.64625,-0.24250000000000002,-0.11135,0.9383952964658719,0.00927588293159005,-0.019831981506097673
78,0.39,0.1975,-0.09875,0.148125,0.049375,-0.049375,0.029625,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1975,-0.09875,0.148125,0.049375,-0.049375,0.029625,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.64625,-0.24250000000000002,-0.11135,0.9378255742699505,0.01148847606893925,-0.020093853346601187
79,0.395,0.2,-0.1,0.15,0.05,-0.05,0.03,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,-0.1,0.15,0.05,-0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.64625,-0.24250000000000002,-0.11135,0.9372494808805499,0.01369916545268841,-0.020355642212929053
